x\y		|	 0.0000E+00	|	 0.1000E+01	|	  
 0.8939E+02	|	 0.9317E+02	|	 0.1488E+03	|	  
 0.8940E+02	|	 0.9486E+02	|	 0.1447E+03	|	  
 0.8941E+02	|	 0.9646E+02	|	 0.1411E+03	|	  
 0.8942E+02	|	 0.9794E+02	|	 0.1381E+03	|	  
 0.8943E+02	|	 0.9965E+02	|	 0.1348E+03	|	  
 0.8944E+02	|	 0.1016E+03	|	 0.1314E+03	|	  
 0.8945E+02	|	 0.1034E+03	|	 0.1285E+03	|	  
 0.8946E+02	|	 0.1051E+03	|	 0.1259E+03	|	  
 0.8947E+02	|	 0.1073E+03	|	 0.1230E+03	|	  
 0.8948E+02	|	 0.1093E+03	|	 0.1204E+03	|	  
 0.8949E+02	|	 0.1113E+03	|	 0.1181E+03	|	  
 0.8950E+02	|	 0.1135E+03	|	 0.1157E+03	|	  
 0.8951E+02	|	 0.1160E+03	|	 0.1132E+03	|	  
 0.8952E+02	|	 0.1184E+03	|	 0.1110E+03	|	  
 0.8953E+02	|	 0.1206E+03	|	 0.1091E+03	|	  
 0.8954E+02	|	 0.1232E+03	|	 0.1071E+03	|	  
 0.8955E+02	|	 0.1262E+03	|	 0.1049E+03	|	  
 0.8956E+02	|	 0.1288E+03	|	 0.1032E+03	|	  
 0.8957E+02	|	 0.1317E+03	|	 0.1014E+03	|	  
 0.8958E+02	|	 0.1351E+03	|	 0.9947E+02	|	  
 0.8959E+02	|	 0.1384E+03	|	 0.9778E+02	|	  
 0.8960E+02	|	 0.1415E+03	|	 0.9630E+02	|	  
 0.8961E+02	|	 0.1451E+03	|	 0.9470E+02	|	  
 0.8962E+02	|	 0.1492E+03	|	 0.9301E+02	|	  
 0.8963E+02	|	 0.1528E+03	|	 0.9167E+02	|	  
 0.8964E+02	|	 0.1570E+03	|	 0.9023E+02	|	  
 0.8965E+02	|	 0.1619E+03	|	 0.8869E+02	|	  
 0.8966E+02	|	 0.1666E+03	|	 0.8734E+02	|	  
 0.8967E+02	|	 0.1710E+03	|	 0.8616E+02	|	  
 0.8968E+02	|	 0.1763E+03	|	 0.8488E+02	|	  
 0.8969E+02	|	 0.1825E+03	|	 0.8352E+02	|	  
 0.8970E+02	|	 0.1885E+03	|	 0.8232E+02	|	  
 0.8971E+02	|	 0.1942E+03	|	 0.8127E+02	|	  
 0.8972E+02	|	 0.2018E+03	|	 0.8002E+02	|	  
 0.8973E+02	|	 0.2091E+03	|	 0.7892E+02	|	  
 0.8974E+02	|	 0.2162E+03	|	 0.7796E+02	|	  
 0.8975E+02	|	 0.2247E+03	|	 0.7691E+02	|	  
 0.8976E+02	|	 0.2348E+03	|	 0.7579E+02	|	  
 0.8977E+02	|	 0.2449E+03	|	 0.7480E+02	|	  
 0.8978E+02	|	 0.2547E+03	|	 0.7393E+02	|	  
 0.8979E+02	|	 0.2665E+03	|	 0.7299E+02	|	  
 0.8980E+02	|	 0.2809E+03	|	 0.7198E+02	|	  
 0.8981E+02	|	 0.2938E+03	|	 0.7118E+02	|	  
 0.8982E+02	|	 0.3097E+03	|	 0.7030E+02	|	  
 0.8983E+02	|	 0.3293E+03	|	 0.6937E+02	|	  
 0.8984E+02	|	 0.3494E+03	|	 0.6854E+02	|	  
 0.8985E+02	|	 0.3697E+03	|	 0.6781E+02	|	  
 0.8986E+02	|	 0.3952E+03	|	 0.6701E+02	|	  
 0.8987E+02	|	 0.4276E+03	|	 0.6616E+02	|	  
 0.8988E+02	|	 0.4584E+03	|	 0.6548E+02	|	  
 0.8989E+02	|	 0.4982E+03	|	 0.6474E+02	|	  
 0.8990E+02	|	 0.5510E+03	|	 0.6395E+02	|	  
 0.8991E+02	|	 0.6095E+03	|	 0.6324E+02	|	  
 0.8992E+02	|	 0.6741E+03	|	 0.6262E+02	|	  
 0.8993E+02	|	 0.7640E+03	|	 0.6194E+02	|	  
 0.8994E+02	|	 0.8952E+03	|	 0.6122E+02	|	  
 0.8995E+02	|	 0.1061E+04	|	 0.6057E+02	|	  
 0.8996E+02	|	 0.1273E+04	|	 0.6000E+02	|	  
 0.8997E+02	|	 0.1685E+04	|	 0.5931E+02	|	  
 0.8998E+02	|	 0.2387E+04	|	 0.5871E+02	|	  
 0.8999E+02	|	 0.3821E+04	|	 0.5817E+02	|	  
 0.9000E+02	|	 0.1147E+05	|	 0.5759E+02	|	  
 0.9001E+02	|	 0.9551E+04	|	 0.5696E+02	|	  
 0.9001E+02	|	 0.5727E+04	|	 0.5673E+02	|	
